"","X1","time","replicate","ensembl_gene_id","hgnc_symbol","type","count","target_status"
"1",5345,"0h","rep1","ENSG00000142676","RPL11","rna",3615,"non-target"
"2",16079,"0h","rep2","ENSG00000142676","RPL11","rna",4088,"non-target"
"3",26813,"0h","rep3","ENSG00000142676","RPL11","rna",3728,"non-target"
"4",37547,"14h","rep1","ENSG00000142676","RPL11","rna",4235,"non-target"
"5",48281,"14h","rep2","ENSG00000142676","RPL11","rna",3631,"non-target"
"6",59015,"14h","rep3","ENSG00000142676","RPL11","rna",4159,"non-target"
"7",69749,"4h","rep1","ENSG00000142676","RPL11","rna",3867,"non-target"
"8",80483,"4h","rep2","ENSG00000142676","RPL11","rna",3813,"non-target"
"9",91217,"4h","rep3","ENSG00000142676","RPL11","rna",3814,"non-target"
"10",101951,"8h","rep1","ENSG00000142676","RPL11","rna",4706,"non-target"
"11",112685,"8h","rep2","ENSG00000142676","RPL11","rna",5051,"non-target"
"12",123419,"8h","rep3","ENSG00000142676","RPL11","rna",4492,"non-target"
"13",10503,"0h","rep1","ENSG00000265681","RPL17","rna",56,"non-target"
"14",21237,"0h","rep2","ENSG00000265681","RPL17","rna",71,"non-target"
"15",31971,"0h","rep3","ENSG00000265681","RPL17","rna",64,"non-target"
"16",42705,"14h","rep1","ENSG00000265681","RPL17","rna",100,"non-target"
"17",53439,"14h","rep2","ENSG00000265681","RPL17","rna",64.5,"non-target"
"18",64173,"14h","rep3","ENSG00000265681","RPL17","rna",93,"non-target"
"19",74907,"4h","rep1","ENSG00000265681","RPL17","rna",56,"non-target"
"20",85641,"4h","rep2","ENSG00000265681","RPL17","rna",64.5,"non-target"
"21",96375,"4h","rep3","ENSG00000265681","RPL17","rna",55.5,"non-target"
"22",107109,"8h","rep1","ENSG00000265681","RPL17","rna",64.5,"non-target"
"23",117843,"8h","rep2","ENSG00000265681","RPL17","rna",98,"non-target"
"24",128577,"8h","rep3","ENSG00000265681","RPL17","rna",72,"non-target"
"25",567,"0h","rep1","ENSG00000063177","RPL18","rna",2639,"non-target"
"26",11301,"0h","rep2","ENSG00000063177","RPL18","rna",2970,"non-target"
"27",22035,"0h","rep3","ENSG00000063177","RPL18","rna",2753,"non-target"
"28",32769,"14h","rep1","ENSG00000063177","RPL18","rna",2107,"non-target"
"29",43503,"14h","rep2","ENSG00000063177","RPL18","rna",1950,"non-target"
"30",54237,"14h","rep3","ENSG00000063177","RPL18","rna",2569,"non-target"
"31",64971,"4h","rep1","ENSG00000063177","RPL18","rna",2764,"non-target"
"32",75705,"4h","rep2","ENSG00000063177","RPL18","rna",2833,"non-target"
"33",86439,"4h","rep3","ENSG00000063177","RPL18","rna",2667,"non-target"
"34",97173,"8h","rep1","ENSG00000063177","RPL18","rna",3259,"non-target"
"35",107907,"8h","rep2","ENSG00000063177","RPL18","rna",3532,"non-target"
"36",118641,"8h","rep3","ENSG00000063177","RPL18","rna",3173,"non-target"
"37",6896,"0h","rep1","ENSG00000163584","RPL22L1","rna",287,"non-target"
"38",17630,"0h","rep2","ENSG00000163584","RPL22L1","rna",293,"non-target"
"39",28364,"0h","rep3","ENSG00000163584","RPL22L1","rna",282,"non-target"
"40",39098,"14h","rep1","ENSG00000163584","RPL22L1","rna",156,"non-target"
"41",49832,"14h","rep2","ENSG00000163584","RPL22L1","rna",127,"non-target"
"42",60566,"14h","rep3","ENSG00000163584","RPL22L1","rna",155,"non-target"
"43",71300,"4h","rep1","ENSG00000163584","RPL22L1","rna",287,"non-target"
"44",82034,"4h","rep2","ENSG00000163584","RPL22L1","rna",278,"non-target"
"45",92768,"4h","rep3","ENSG00000163584","RPL22L1","rna",268,"non-target"
"46",103502,"8h","rep1","ENSG00000163584","RPL22L1","rna",280,"non-target"
"47",114236,"8h","rep2","ENSG00000163584","RPL22L1","rna",307,"non-target"
"48",124970,"8h","rep3","ENSG00000163584","RPL22L1","rna",262,"non-target"
"49",3749,"0h","rep1","ENSG00000125691","RPL23","rna",3609,"non-target"
"50",14483,"0h","rep2","ENSG00000125691","RPL23","rna",3925,"non-target"
"51",25217,"0h","rep3","ENSG00000125691","RPL23","rna",3602,"non-target"
"52",35951,"14h","rep1","ENSG00000125691","RPL23","rna",3246,"non-target"
"53",46685,"14h","rep2","ENSG00000125691","RPL23","rna",2744,"non-target"
"54",57419,"14h","rep3","ENSG00000125691","RPL23","rna",2969,"non-target"
"55",68153,"4h","rep1","ENSG00000125691","RPL23","rna",3562,"non-target"
"56",78887,"4h","rep2","ENSG00000125691","RPL23","rna",3416,"non-target"
"57",89621,"4h","rep3","ENSG00000125691","RPL23","rna",3205,"non-target"
"58",100355,"8h","rep1","ENSG00000125691","RPL23","rna",3832,"non-target"
"59",111089,"8h","rep2","ENSG00000125691","RPL23","rna",4341,"non-target"
"60",121823,"8h","rep3","ENSG00000125691","RPL23","rna",3712,"non-target"
"61",10157,"0h","rep1","ENSG00000240356","RPL23AP7","rna",8,"non-target"
"62",20891,"0h","rep2","ENSG00000240356","RPL23AP7","rna",15,"non-target"
"63",31625,"0h","rep3","ENSG00000240356","RPL23AP7","rna",9,"non-target"
"64",42359,"14h","rep1","ENSG00000240356","RPL23AP7","rna",1,"non-target"
"65",53093,"14h","rep2","ENSG00000240356","RPL23AP7","rna",2,"non-target"
"66",63827,"14h","rep3","ENSG00000240356","RPL23AP7","rna",2,"non-target"
"67",74561,"4h","rep1","ENSG00000240356","RPL23AP7","rna",3,"non-target"
"68",85295,"4h","rep2","ENSG00000240356","RPL23AP7","rna",9,"non-target"
"69",96029,"4h","rep3","ENSG00000240356","RPL23AP7","rna",8,"non-target"
"70",106763,"8h","rep1","ENSG00000240356","RPL23AP7","rna",2,"non-target"
"71",117497,"8h","rep2","ENSG00000240356","RPL23AP7","rna",7,"non-target"
"72",128231,"8h","rep3","ENSG00000240356","RPL23AP7","rna",8,"non-target"
"73",4203,"0h","rep1","ENSG00000131469","RPL27","rna",1746,"non-target"
"74",14937,"0h","rep2","ENSG00000131469","RPL27","rna",2189,"non-target"
"75",25671,"0h","rep3","ENSG00000131469","RPL27","rna",2031,"non-target"
"76",36405,"14h","rep1","ENSG00000131469","RPL27","rna",1906,"non-target"
"77",47139,"14h","rep2","ENSG00000131469","RPL27","rna",1585,"non-target"
"78",57873,"14h","rep3","ENSG00000131469","RPL27","rna",2058,"non-target"
"79",68607,"4h","rep1","ENSG00000131469","RPL27","rna",1905,"non-target"
"80",79341,"4h","rep2","ENSG00000131469","RPL27","rna",1645,"non-target"
"81",90075,"4h","rep3","ENSG00000131469","RPL27","rna",1703,"non-target"
"82",100809,"8h","rep1","ENSG00000131469","RPL27","rna",2158,"non-target"
"83",111543,"8h","rep2","ENSG00000131469","RPL27","rna",2529,"non-target"
"84",122277,"8h","rep3","ENSG00000131469","RPL27","rna",2237,"non-target"
"85",2328,"0h","rep1","ENSG00000108107","RPL28","rna",1203.99,"non-target"
"86",13062,"0h","rep2","ENSG00000108107","RPL28","rna",1698.98,"non-target"
"87",23796,"0h","rep3","ENSG00000108107","RPL28","rna",1479,"non-target"
"88",34530,"14h","rep1","ENSG00000108107","RPL28","rna",980.99,"non-target"
"89",45264,"14h","rep2","ENSG00000108107","RPL28","rna",859.99,"non-target"
"90",55998,"14h","rep3","ENSG00000108107","RPL28","rna",1323.98,"non-target"
"91",66732,"4h","rep1","ENSG00000108107","RPL28","rna",1533,"non-target"
"92",77466,"4h","rep2","ENSG00000108107","RPL28","rna",987,"non-target"
"93",88200,"4h","rep3","ENSG00000108107","RPL28","rna",1434.99,"non-target"
"94",98934,"8h","rep1","ENSG00000108107","RPL28","rna",1586,"non-target"
"95",109668,"8h","rep2","ENSG00000108107","RPL28","rna",1454.99,"non-target"
"96",120402,"8h","rep3","ENSG00000108107","RPL28","rna",1435.98,"non-target"
"97",6339,"0h","rep1","ENSG00000156482","RPL30","rna",1896,"non-target"
"98",17073,"0h","rep2","ENSG00000156482","RPL30","rna",2242,"non-target"
"99",27807,"0h","rep3","ENSG00000156482","RPL30","rna",2092,"non-target"
"100",38541,"14h","rep1","ENSG00000156482","RPL30","rna",2783,"non-target"
"101",49275,"14h","rep2","ENSG00000156482","RPL30","rna",2003,"non-target"
"102",60009,"14h","rep3","ENSG00000156482","RPL30","rna",2359,"non-target"
"103",70743,"4h","rep1","ENSG00000156482","RPL30","rna",2122,"non-target"
"104",81477,"4h","rep2","ENSG00000156482","RPL30","rna",2081,"non-target"
"105",92211,"4h","rep3","ENSG00000156482","RPL30","rna",2049,"non-target"
"106",102945,"8h","rep1","ENSG00000156482","RPL30","rna",2528,"non-target"
"107",113679,"8h","rep2","ENSG00000156482","RPL30","rna",2739,"non-target"
"108",124413,"8h","rep3","ENSG00000156482","RPL30","rna",2419,"non-target"
"109",2446,"0h","rep1","ENSG00000109475","RPL34","rna",0,"non-target"
"110",13180,"0h","rep2","ENSG00000109475","RPL34","rna",0,"non-target"
"111",23914,"0h","rep3","ENSG00000109475","RPL34","rna",2,"non-target"
"112",34648,"14h","rep1","ENSG00000109475","RPL34","rna",1,"non-target"
"113",45382,"14h","rep2","ENSG00000109475","RPL34","rna",0,"non-target"
"114",56116,"14h","rep3","ENSG00000109475","RPL34","rna",0,"non-target"
"115",66850,"4h","rep1","ENSG00000109475","RPL34","rna",1,"non-target"
"116",77584,"4h","rep2","ENSG00000109475","RPL34","rna",0,"non-target"
"117",88318,"4h","rep3","ENSG00000109475","RPL34","rna",1,"non-target"
"118",99052,"8h","rep1","ENSG00000109475","RPL34","rna",0,"non-target"
"119",109786,"8h","rep2","ENSG00000109475","RPL34","rna",0,"non-target"
"120",120520,"8h","rep3","ENSG00000109475","RPL34","rna",0,"non-target"
"121",8829,"0h","rep1","ENSG00000182899","RPL35A","rna",1805,"non-target"
"122",19563,"0h","rep2","ENSG00000182899","RPL35A","rna",2020,"non-target"
"123",30297,"0h","rep3","ENSG00000182899","RPL35A","rna",1833,"non-target"
"124",41031,"14h","rep1","ENSG00000182899","RPL35A","rna",2524,"non-target"
"125",51765,"14h","rep2","ENSG00000182899","RPL35A","rna",1885,"non-target"
"126",62499,"14h","rep3","ENSG00000182899","RPL35A","rna",2163,"non-target"
"127",73233,"4h","rep1","ENSG00000182899","RPL35A","rna",1980,"non-target"
"128",83967,"4h","rep2","ENSG00000182899","RPL35A","rna",1912,"non-target"
"129",94701,"4h","rep3","ENSG00000182899","RPL35A","rna",1744,"non-target"
"130",105435,"8h","rep1","ENSG00000182899","RPL35A","rna",2434,"non-target"
"131",116169,"8h","rep2","ENSG00000182899","RPL35A","rna",2675,"non-target"
"132",126903,"8h","rep3","ENSG00000182899","RPL35A","rna",2161,"non-target"
"133",4071,"0h","rep1","ENSG00000130255","RPL36","rna",1764,"non-target"
"134",14805,"0h","rep2","ENSG00000130255","RPL36","rna",1994,"non-target"
"135",25539,"0h","rep3","ENSG00000130255","RPL36","rna",1870,"non-target"
"136",36273,"14h","rep1","ENSG00000130255","RPL36","rna",1076,"non-target"
"137",47007,"14h","rep2","ENSG00000130255","RPL36","rna",1058,"non-target"
"138",57741,"14h","rep3","ENSG00000130255","RPL36","rna",1585,"non-target"
"139",68475,"4h","rep1","ENSG00000130255","RPL36","rna",1943,"non-target"
"140",79209,"4h","rep2","ENSG00000130255","RPL36","rna",1894,"non-target"
"141",89943,"4h","rep3","ENSG00000130255","RPL36","rna",1761,"non-target"
"142",100677,"8h","rep1","ENSG00000130255","RPL36","rna",2197,"non-target"
"143",111411,"8h","rep2","ENSG00000130255","RPL36","rna",2355,"non-target"
"144",122145,"8h","rep3","ENSG00000130255","RPL36","rna",1961,"non-target"
"145",5617,"0h","rep1","ENSG00000145592","RPL37","rna",2188,"non-target"
"146",16351,"0h","rep2","ENSG00000145592","RPL37","rna",2902,"non-target"
"147",27085,"0h","rep3","ENSG00000145592","RPL37","rna",2640,"non-target"
"148",37819,"14h","rep1","ENSG00000145592","RPL37","rna",2334,"non-target"
"149",48553,"14h","rep2","ENSG00000145592","RPL37","rna",2026,"non-target"
"150",59287,"14h","rep3","ENSG00000145592","RPL37","rna",2581,"non-target"
"151",70021,"4h","rep1","ENSG00000145592","RPL37","rna",2468,"non-target"
"152",80755,"4h","rep2","ENSG00000145592","RPL37","rna",2532,"non-target"
"153",91489,"4h","rep3","ENSG00000145592","RPL37","rna",2209,"non-target"
"154",102223,"8h","rep1","ENSG00000145592","RPL37","rna",2784,"non-target"
"155",112957,"8h","rep2","ENSG00000145592","RPL37","rna",3271,"non-target"
"156",123691,"8h","rep3","ENSG00000145592","RPL37","rna",2763,"non-target"
"157",9545,"0h","rep1","ENSG00000197756","RPL37A","rna",3338,"non-target"
"158",20279,"0h","rep2","ENSG00000197756","RPL37A","rna",4336,"non-target"
"159",31013,"0h","rep3","ENSG00000197756","RPL37A","rna",4048,"non-target"
"160",41747,"14h","rep1","ENSG00000197756","RPL37A","rna",3410,"non-target"
"161",52481,"14h","rep2","ENSG00000197756","RPL37A","rna",2889,"non-target"
"162",63215,"14h","rep3","ENSG00000197756","RPL37A","rna",3826,"non-target"
"163",73949,"4h","rep1","ENSG00000197756","RPL37A","rna",4004,"non-target"
"164",84683,"4h","rep2","ENSG00000197756","RPL37A","rna",4056,"non-target"
"165",95417,"4h","rep3","ENSG00000197756","RPL37A","rna",3702,"non-target"
"166",106151,"8h","rep1","ENSG00000197756","RPL37A","rna",4405,"non-target"
"167",116885,"8h","rep2","ENSG00000197756","RPL37A","rna",4948,"non-target"
"168",127619,"8h","rep3","ENSG00000197756","RPL37A","rna",3980,"non-target"
"169",8073,"0h","rep1","ENSG00000172809","RPL38","rna",2156,"non-target"
"170",18807,"0h","rep2","ENSG00000172809","RPL38","rna",2653,"non-target"
"171",29541,"0h","rep3","ENSG00000172809","RPL38","rna",2328,"non-target"
"172",40275,"14h","rep1","ENSG00000172809","RPL38","rna",1791,"non-target"
"173",51009,"14h","rep2","ENSG00000172809","RPL38","rna",1763,"non-target"
"174",61743,"14h","rep3","ENSG00000172809","RPL38","rna",2036,"non-target"
"175",72477,"4h","rep1","ENSG00000172809","RPL38","rna",2366,"non-target"
"176",83211,"4h","rep2","ENSG00000172809","RPL38","rna",2251,"non-target"
"177",93945,"4h","rep3","ENSG00000172809","RPL38","rna",1926,"non-target"
"178",104679,"8h","rep1","ENSG00000172809","RPL38","rna",2450,"non-target"
"179",115413,"8h","rep2","ENSG00000172809","RPL38","rna",2812,"non-target"
"180",126147,"8h","rep3","ENSG00000172809","RPL38","rna",2511,"non-target"
"181",6964,"0h","rep1","ENSG00000163923","RPL39L","rna",16,"non-target"
"182",17698,"0h","rep2","ENSG00000163923","RPL39L","rna",20,"non-target"
"183",28432,"0h","rep3","ENSG00000163923","RPL39L","rna",12,"non-target"
"184",39166,"14h","rep1","ENSG00000163923","RPL39L","rna",23,"non-target"
"185",49900,"14h","rep2","ENSG00000163923","RPL39L","rna",18,"non-target"
"186",60634,"14h","rep3","ENSG00000163923","RPL39L","rna",21,"non-target"
"187",71368,"4h","rep1","ENSG00000163923","RPL39L","rna",24,"non-target"
"188",82102,"4h","rep2","ENSG00000163923","RPL39L","rna",21,"non-target"
"189",92836,"4h","rep3","ENSG00000163923","RPL39L","rna",26,"non-target"
"190",103570,"8h","rep1","ENSG00000163923","RPL39L","rna",45,"non-target"
"191",114304,"8h","rep2","ENSG00000163923","RPL39L","rna",30,"non-target"
"192",125038,"8h","rep3","ENSG00000163923","RPL39L","rna",28,"non-target"
"193",10095,"0h","rep1","ENSG00000229117","RPL41","rna",43,"non-target"
"194",20829,"0h","rep2","ENSG00000229117","RPL41","rna",61,"non-target"
"195",31563,"0h","rep3","ENSG00000229117","RPL41","rna",58,"non-target"
"196",42297,"14h","rep1","ENSG00000229117","RPL41","rna",60,"non-target"
"197",53031,"14h","rep2","ENSG00000229117","RPL41","rna",41,"non-target"
"198",63765,"14h","rep3","ENSG00000229117","RPL41","rna",87,"non-target"
"199",74499,"4h","rep1","ENSG00000229117","RPL41","rna",45,"non-target"
"200",85233,"4h","rep2","ENSG00000229117","RPL41","rna",82,"non-target"
"201",95967,"4h","rep3","ENSG00000229117","RPL41","rna",68,"non-target"
"202",106701,"8h","rep1","ENSG00000229117","RPL41","rna",50,"non-target"
"203",117435,"8h","rep2","ENSG00000229117","RPL41","rna",95,"non-target"
"204",128169,"8h","rep3","ENSG00000229117","RPL41","rna",90,"non-target"
"205",6663,"0h","rep1","ENSG00000161016","RPL8","rna",3357,"non-target"
"206",17397,"0h","rep2","ENSG00000161016","RPL8","rna",3886,"non-target"
"207",28131,"0h","rep3","ENSG00000161016","RPL8","rna",3589,"non-target"
"208",38865,"14h","rep1","ENSG00000161016","RPL8","rna",2790,"non-target"
"209",49599,"14h","rep2","ENSG00000161016","RPL8","rna",2532,"non-target"
"210",60333,"14h","rep3","ENSG00000161016","RPL8","rna",3266,"non-target"
"211",71067,"4h","rep1","ENSG00000161016","RPL8","rna",3554,"non-target"
"212",81801,"4h","rep2","ENSG00000161016","RPL8","rna",4182,"non-target"
"213",92535,"4h","rep3","ENSG00000161016","RPL8","rna",3548,"non-target"
"214",103269,"8h","rep1","ENSG00000161016","RPL8","rna",4120,"non-target"
"215",114003,"8h","rep2","ENSG00000161016","RPL8","rna",4216,"non-target"
"216",124737,"8h","rep3","ENSG00000161016","RPL8","rna",3876,"non-target"
"217",6917,"0h","rep1","ENSG00000163682","RPL9","rna",7,"non-target"
"218",17651,"0h","rep2","ENSG00000163682","RPL9","rna",2,"non-target"
"219",28385,"0h","rep3","ENSG00000163682","RPL9","rna",1,"non-target"
"220",39119,"14h","rep1","ENSG00000163682","RPL9","rna",4,"non-target"
"221",49853,"14h","rep2","ENSG00000163682","RPL9","rna",5,"non-target"
"222",60587,"14h","rep3","ENSG00000163682","RPL9","rna",7,"non-target"
"223",71321,"4h","rep1","ENSG00000163682","RPL9","rna",3,"non-target"
"224",82055,"4h","rep2","ENSG00000163682","RPL9","rna",7,"non-target"
"225",92789,"4h","rep3","ENSG00000163682","RPL9","rna",3,"non-target"
"226",103523,"8h","rep1","ENSG00000163682","RPL9","rna",9,"non-target"
"227",114257,"8h","rep2","ENSG00000163682","RPL9","rna",5,"non-target"
"228",124991,"8h","rep3","ENSG00000163682","RPL9","rna",9,"non-target"
"229",8478,"0h","rep1","ENSG00000177600","RPLP2","rna",2026,"non-target"
"230",19212,"0h","rep2","ENSG00000177600","RPLP2","rna",2481,"non-target"
"231",29946,"0h","rep3","ENSG00000177600","RPLP2","rna",2330,"non-target"
"232",40680,"14h","rep1","ENSG00000177600","RPLP2","rna",1767,"non-target"
"233",51414,"14h","rep2","ENSG00000177600","RPLP2","rna",1529,"non-target"
"234",62148,"14h","rep3","ENSG00000177600","RPLP2","rna",2033,"non-target"
"235",72882,"4h","rep1","ENSG00000177600","RPLP2","rna",2455,"non-target"
"236",83616,"4h","rep2","ENSG00000177600","RPLP2","rna",2470,"non-target"
"237",94350,"4h","rep3","ENSG00000177600","RPLP2","rna",2388,"non-target"
"238",105084,"8h","rep1","ENSG00000177600","RPLP2","rna",2768,"non-target"
"239",115818,"8h","rep2","ENSG00000177600","RPLP2","rna",3101,"non-target"
"240",126552,"8h","rep3","ENSG00000177600","RPLP2","rna",2479,"non-target"
"241",5332,"0h","rep1","ENSG00000142534","RPS11","rna",4077,"non-target"
"242",16066,"0h","rep2","ENSG00000142534","RPS11","rna",5070,"non-target"
"243",26800,"0h","rep3","ENSG00000142534","RPS11","rna",4655,"non-target"
"244",37534,"14h","rep1","ENSG00000142534","RPS11","rna",4280,"non-target"
"245",48268,"14h","rep2","ENSG00000142534","RPS11","rna",4061,"non-target"
"246",59002,"14h","rep3","ENSG00000142534","RPS11","rna",4293,"non-target"
"247",69736,"4h","rep1","ENSG00000142534","RPS11","rna",4523,"non-target"
"248",80470,"4h","rep2","ENSG00000142534","RPS11","rna",4577,"non-target"
"249",91204,"4h","rep3","ENSG00000142534","RPS11","rna",4384,"non-target"
"250",101938,"8h","rep1","ENSG00000142534","RPS11","rna",5095,"non-target"
"251",112672,"8h","rep2","ENSG00000142534","RPS11","rna",5944,"non-target"
"252",123406,"8h","rep3","ENSG00000142534","RPS11","rna",5083,"non-target"
"253",7094,"0h","rep1","ENSG00000164587","RPS14","rna",3404,"non-target"
"254",17828,"0h","rep2","ENSG00000164587","RPS14","rna",4011,"non-target"
"255",28562,"0h","rep3","ENSG00000164587","RPS14","rna",3889,"non-target"
"256",39296,"14h","rep1","ENSG00000164587","RPS14","rna",3105,"non-target"
"257",50030,"14h","rep2","ENSG00000164587","RPS14","rna",2879,"non-target"
"258",60764,"14h","rep3","ENSG00000164587","RPS14","rna",3365,"non-target"
"259",71498,"4h","rep1","ENSG00000164587","RPS14","rna",3609,"non-target"
"260",82232,"4h","rep2","ENSG00000164587","RPS14","rna",3688,"non-target"
"261",92966,"4h","rep3","ENSG00000164587","RPS14","rna",3298,"non-target"
"262",103700,"8h","rep1","ENSG00000164587","RPS14","rna",4086,"non-target"
"263",114434,"8h","rep2","ENSG00000164587","RPS14","rna",4698,"non-target"
"264",125168,"8h","rep3","ENSG00000164587","RPS14","rna",4154,"non-target"
"265",2048,"0h","rep1","ENSG00000105193","RPS16","rna",1424,"non-target"
"266",12782,"0h","rep2","ENSG00000105193","RPS16","rna",1564,"non-target"
"267",23516,"0h","rep3","ENSG00000105193","RPS16","rna",1640,"non-target"
"268",34250,"14h","rep1","ENSG00000105193","RPS16","rna",1270,"non-target"
"269",44984,"14h","rep2","ENSG00000105193","RPS16","rna",1277,"non-target"
"270",55718,"14h","rep3","ENSG00000105193","RPS16","rna",1481,"non-target"
"271",66452,"4h","rep1","ENSG00000105193","RPS16","rna",1493,"non-target"
"272",77186,"4h","rep2","ENSG00000105193","RPS16","rna",2156,"non-target"
"273",87920,"4h","rep3","ENSG00000105193","RPS16","rna",1491,"non-target"
"274",98654,"8h","rep1","ENSG00000105193","RPS16","rna",1811,"non-target"
"275",109388,"8h","rep2","ENSG00000105193","RPS16","rna",1481,"non-target"
"276",120122,"8h","rep3","ENSG00000105193","RPS16","rna",1734,"non-target"
"277",8820,"0h","rep1","ENSG00000182774","RPS17","rna",3477,"non-target"
"278",19554,"0h","rep2","ENSG00000182774","RPS17","rna",3694,"non-target"
"279",30288,"0h","rep3","ENSG00000182774","RPS17","rna",3401,"non-target"
"280",41022,"14h","rep1","ENSG00000182774","RPS17","rna",3423,"non-target"
"281",51756,"14h","rep2","ENSG00000182774","RPS17","rna",2611,"non-target"
"282",62490,"14h","rep3","ENSG00000182774","RPS17","rna",3640,"non-target"
"283",73224,"4h","rep1","ENSG00000182774","RPS17","rna",3414,"non-target"
"284",83958,"4h","rep2","ENSG00000182774","RPS17","rna",3637,"non-target"
"285",94692,"4h","rep3","ENSG00000182774","RPS17","rna",3723,"non-target"
"286",105426,"8h","rep1","ENSG00000182774","RPS17","rna",4202,"non-target"
"287",116160,"8h","rep2","ENSG00000182774","RPS17","rna",4782,"non-target"
"288",126894,"8h","rep3","ENSG00000182774","RPS17","rna",3978,"non-target"
"289",2073,"0h","rep1","ENSG00000105372","RPS19","rna",2482,"non-target"
"290",12807,"0h","rep2","ENSG00000105372","RPS19","rna",3009,"non-target"
"291",23541,"0h","rep3","ENSG00000105372","RPS19","rna",2766,"non-target"
"292",34275,"14h","rep1","ENSG00000105372","RPS19","rna",1973,"non-target"
"293",45009,"14h","rep2","ENSG00000105372","RPS19","rna",1996,"non-target"
"294",55743,"14h","rep3","ENSG00000105372","RPS19","rna",2708,"non-target"
"295",66477,"4h","rep1","ENSG00000105372","RPS19","rna",2897,"non-target"
"296",77211,"4h","rep2","ENSG00000105372","RPS19","rna",2746,"non-target"
"297",87945,"4h","rep3","ENSG00000105372","RPS19","rna",2520,"non-target"
"298",98679,"8h","rep1","ENSG00000105372","RPS19","rna",3160,"non-target"
"299",109413,"8h","rep2","ENSG00000105372","RPS19","rna",3473,"non-target"
"300",120147,"8h","rep3","ENSG00000105372","RPS19","rna",2837,"non-target"
"301",7984,"0h","rep1","ENSG00000171858","RPS21","rna",533,"non-target"
"302",18718,"0h","rep2","ENSG00000171858","RPS21","rna",673,"non-target"
"303",29452,"0h","rep3","ENSG00000171858","RPS21","rna",620,"non-target"
"304",40186,"14h","rep1","ENSG00000171858","RPS21","rna",515,"non-target"
"305",50920,"14h","rep2","ENSG00000171858","RPS21","rna",427,"non-target"
"306",61654,"14h","rep3","ENSG00000171858","RPS21","rna",623,"non-target"
"307",72388,"4h","rep1","ENSG00000171858","RPS21","rna",632,"non-target"
"308",83122,"4h","rep2","ENSG00000171858","RPS21","rna",654,"non-target"
"309",93856,"4h","rep3","ENSG00000171858","RPS21","rna",641,"non-target"
"310",104590,"8h","rep1","ENSG00000171858","RPS21","rna",768,"non-target"
"311",115324,"8h","rep2","ENSG00000171858","RPS21","rna",758,"non-target"
"312",126058,"8h","rep3","ENSG00000171858","RPS21","rna",729,"non-target"
"313",4960,"0h","rep1","ENSG00000138326","RPS24","rna",1,"non-target"
"314",15694,"0h","rep2","ENSG00000138326","RPS24","rna",1,"non-target"
"315",26428,"0h","rep3","ENSG00000138326","RPS24","rna",3,"non-target"
"316",37162,"14h","rep1","ENSG00000138326","RPS24","rna",5,"non-target"
"317",47896,"14h","rep2","ENSG00000138326","RPS24","rna",3,"non-target"
"318",58630,"14h","rep3","ENSG00000138326","RPS24","rna",5,"non-target"
"319",69364,"4h","rep1","ENSG00000138326","RPS24","rna",1,"non-target"
"320",80098,"4h","rep2","ENSG00000138326","RPS24","rna",3,"non-target"
"321",90832,"4h","rep3","ENSG00000138326","RPS24","rna",4,"non-target"
"322",101566,"8h","rep1","ENSG00000138326","RPS24","rna",0,"non-target"
"323",112300,"8h","rep2","ENSG00000138326","RPS24","rna",0,"non-target"
"324",123034,"8h","rep3","ENSG00000138326","RPS24","rna",2,"non-target"
"325",9542,"0h","rep1","ENSG00000197728","RPS26","rna",5,"non-target"
"326",20276,"0h","rep2","ENSG00000197728","RPS26","rna",3,"non-target"
"327",31010,"0h","rep3","ENSG00000197728","RPS26","rna",3,"non-target"
"328",41744,"14h","rep1","ENSG00000197728","RPS26","rna",2,"non-target"
"329",52478,"14h","rep2","ENSG00000197728","RPS26","rna",2,"non-target"
"330",63212,"14h","rep3","ENSG00000197728","RPS26","rna",1,"non-target"
"331",73946,"4h","rep1","ENSG00000197728","RPS26","rna",1,"non-target"
"332",84680,"4h","rep2","ENSG00000197728","RPS26","rna",0,"non-target"
"333",95414,"4h","rep3","ENSG00000197728","RPS26","rna",2,"non-target"
"334",106148,"8h","rep1","ENSG00000197728","RPS26","rna",1,"non-target"
"335",116882,"8h","rep2","ENSG00000197728","RPS26","rna",4,"non-target"
"336",127616,"8h","rep3","ENSG00000197728","RPS26","rna",6,"non-target"
"337",9012,"0h","rep1","ENSG00000185088","RPS27L","rna",420,"non-target"
"338",19746,"0h","rep2","ENSG00000185088","RPS27L","rna",455,"non-target"
"339",30480,"0h","rep3","ENSG00000185088","RPS27L","rna",427,"non-target"
"340",41214,"14h","rep1","ENSG00000185088","RPS27L","rna",362,"non-target"
"341",51948,"14h","rep2","ENSG00000185088","RPS27L","rna",279,"non-target"
"342",62682,"14h","rep3","ENSG00000185088","RPS27L","rna",357,"non-target"
"343",73416,"4h","rep1","ENSG00000185088","RPS27L","rna",412,"non-target"
"344",84150,"4h","rep2","ENSG00000185088","RPS27L","rna",398,"non-target"
"345",94884,"4h","rep3","ENSG00000185088","RPS27L","rna",426,"non-target"
"346",105618,"8h","rep1","ENSG00000185088","RPS27L","rna",410,"non-target"
"347",116352,"8h","rep2","ENSG00000185088","RPS27L","rna",503,"non-target"
"348",127086,"8h","rep3","ENSG00000185088","RPS27L","rna",424,"non-target"
